Company,Year,Revenue,Broker,Broker_fee,Broker_fee_percentage,D&O Limit,E&O Limit,Price
50,1/1/2013,2187784,Broker C,4000,0.1,500000,100000,44000
56,1/1/2013,10617864,Broker C,4000,0.1,1000000,250000,44000
58,1/1/2013,9739262,Broker C,4132,0.1,500000,100000,45452
59,1/1/2013,13542274,Broker C,5500,0.1,1000000,250000,60500
67,1/1/2013,14929663,Broker C,5500,0.1,1000000,250000,60500
77,1/1/2013,10063810,Broker C,5500,0.1,1000000,250000,60500
90,1/1/2013,6441793,Broker C,4000,0.1,500000,100000,44000
97,1/1/2013,22652521,Broker C,8000,0.1,2000000,1000000,88000
98,1/1/2013,4619990,Broker C,4000,0.1,500000,100000,44000
99,1/1/2013,11077390,Broker C,4132,0.1,1000000,250000,45452
101,1/1/2013,19669187,Broker C,8000,0.1,1500000,500000,88000
102,1/1/2013,16569999,Broker C,8000,0.1,1500000,500000,88000
105,1/1/2013,12482803,Broker C,5500,0.1,1000000,250000,60500
109,1/1/2013,20818050,Broker C,8264,0.1,2000000,1000000,90904
110,1/1/2013,17929405,Broker C,8000,0.1,1500000,500000,88000
113,1/1/2013,12971009,Broker C,5500,0.1,1000000,250000,60500
114,1/1/2013,8610069,Broker C,4000,0.1,500000,100000,44000
118,1/1/2013,2540406,Broker C,4000,0.1,500000,100000,44000
130,1/1/2013,10578986,Broker C,5500,0.1,1000000,250000,60500
131,1/1/2013,9849557,Broker C,4000,0.1,500000,100000,44000
140,1/1/2013,2236945,Broker C,4268,0.1,500000,100000,46951
143,1/1/2013,11350236,Broker C,4132,0.1,1000000,250000,45452
145,1/1/2013,17396967,Broker C,8000,0.1,1500000,500000,88000
146,1/1/2013,12099781,Broker C,4132,0.1,1000000,250000,45452
147,1/1/2013,11300145,Broker C,5500,0.1,1000000,250000,60500
148,1/1/2013,13005771,Broker C,5681,0.1,1000000,250000,62496
151,1/1/2013,2287587,Broker C,4000,0.1,500000,100000,44000
159,1/1/2013,14655546,Broker C,5681,0.1,1000000,250000,62496
163,1/1/2013,12773778,Broker C,5500,0.1,1000000,250000,60500
167,1/1/2013,5882750,Broker C,4000,0.1,500000,100000,44000
169,1/1/2013,18145635,Broker C,8000,0.1,1500000,500000,88000
174,1/1/2013,8818830,Broker C,4000,0.1,500000,100000,44000
175,1/1/2013,14980824,Broker C,5681,0.1,1000000,250000,62496
177,1/1/2013,13261970,Broker C,5500,0.1,1000000,250000,60500
179,1/1/2013,6590742,Broker C,4000,0.1,500000,100000,44000
180,1/1/2013,6540964,Broker C,4132,0.1,500000,100000,45452
181,1/1/2013,2794876,Broker C,4132,0.1,500000,100000,45452
185,1/1/2013,5750477,Broker C,4000,0.1,500000,100000,44000
187,1/1/2013,14199700,Broker C,5500,0.1,1000000,250000,60500
189,1/1/2013,4670616,Broker C,4000,0.1,500000,100000,44000
191,1/1/2013,18216100,Broker C,8000,0.1,1500000,500000,88000
194,1/1/2013,2057304,Broker C,4000,0.1,500000,100000,44000
196,1/1/2013,5180415,Broker C,4000,0.1,500000,100000,44000
198,1/1/2013,17799145,Broker C,8000,0.1,1500000,500000,88000
202,1/1/2013,12380533,Broker C,5500,0.1,1000000,250000,60500
204,1/1/2013,17159330,Broker C,8000,0.1,1500000,500000,88000
206,1/1/2013,12647405,Broker C,5500,0.1,1000000,250000,60500
207,1/1/2013,21322674,Broker C,8000,0.1,2000000,1000000,88000
208,1/1/2013,9632396,Broker C,4132,0.1,500000,100000,45452
216,1/1/2013,2039984,Broker C,4132,0.1,500000,100000,45452
219,1/1/2013,15921037,Broker C,8000,0.1,1500000,500000,88000
227,1/1/2013,9955338,Broker C,4000,0.1,500000,100000,44000
228,1/1/2013,4054937,Broker C,4132,0.1,500000,100000,45452
230,1/1/2013,16219626,Broker C,8000,0.1,1500000,500000,88000
231,1/1/2013,17133722,Broker C,8000,0.1,1500000,500000,88000
235,1/1/2013,17237643,Broker C,5681,0.1,1500000,500000,62496
236,1/1/2013,8763367,Broker C,4000,0.1,500000,100000,44000
238,1/1/2013,18167817,Broker C,8000,0.1,1500000,500000,88000
241,1/1/2013,19450242,Broker C,8000,0.1,1500000,500000,88000
243,1/1/2013,15572864,Broker C,5681,0.1,1500000,500000,62496
245,1/1/2013,7396038,Broker C,4000,0.1,500000,100000,44000
246,1/1/2013,18408011,Broker C,8000,0.1,1500000,500000,88000
247,1/1/2013,4734061,Broker C,4000,0.1,500000,100000,44000
248,1/1/2013,19859682,Broker C,8000,0.1,1500000,500000,88000
257,1/1/2013,8490983,Broker C,4000,0.1,500000,100000,44000
259,1/1/2013,18680747,Broker C,8000,0.1,1500000,500000,88000
260,1/1/2013,13311823,Broker C,5500,0.1,1000000,250000,60500
273,1/1/2013,1990950,Broker C,4000,0.1,500000,100000,44000
275,1/1/2013,4200310,Broker C,4268,0.1,500000,100000,46951
276,1/1/2013,15208802,Broker C,5500,0.1,1500000,500000,60500
277,1/1/2013,23293487,Broker C,8000,0.1,2000000,1000000,88000
278,1/1/2013,5576894,Broker C,4000,0.1,500000,100000,44000
287,1/1/2013,6476448,Broker C,4132,0.1,500000,100000,45452
288,1/1/2013,3124457,Broker C,4000,0.1,500000,100000,44000
290,1/1/2013,7753613,Broker C,4000,0.1,500000,100000,44000
295,1/1/2013,15393764,Broker C,5500,0.1,1500000,500000,60500
302,1/1/2013,22074807,Broker C,8000,0.1,2000000,1000000,88000
306,1/1/2013,9645964,Broker C,4000,0.1,500000,100000,44000
308,1/1/2013,12155838,Broker C,5500,0.1,1000000,250000,60500
309,1/1/2013,10792764,Broker C,4132,0.1,1000000,250000,45452
313,1/1/2013,21333263,Broker C,8264,0.1,2000000,1000000,90904
317,1/1/2013,5254911,Broker C,4000,0.1,500000,100000,44000
318,1/1/2013,8020324,Broker C,4000,0.1,500000,100000,44000
325,1/1/2013,18727537,Broker C,5868,0.1,1500000,500000,64558
326,1/1/2013,2642162,Broker C,4000,0.1,500000,100000,44000
328,1/1/2013,4339362,Broker C,4000,0.1,500000,100000,44000
330,1/1/2013,22202564,Broker C,8264,0.1,2000000,1000000,90904
332,1/1/2013,16445010,Broker C,5681,0.1,1500000,500000,62496
338,1/1/2013,5889724,Broker C,4000,0.1,500000,100000,44000
347,1/1/2013,23138760,Broker C,8264,0.1,2000000,1000000,90904
348,1/1/2013,10500359,Broker C,5500,0.1,1000000,250000,60500
352,1/1/2013,10758930,Broker C,5500,0.1,1000000,250000,60500
354,1/1/2013,7799701,Broker C,4000,0.1,500000,100000,44000
356,1/1/2013,9480305,Broker C,4000,0.1,500000,100000,44000
357,1/1/2013,11897101,Broker C,5500,0.1,1000000,250000,60500
360,1/1/2013,13758189,Broker C,5500,0.1,1000000,250000,60500
361,1/1/2013,13744458,Broker C,5500,0.1,1000000,250000,60500
377,1/1/2013,4374895,Broker C,4132,0.1,500000,100000,45452
383,1/1/2013,8959011,Broker C,4000,0.1,500000,100000,44000
384,1/1/2013,4333755,Broker C,4132,0.1,500000,100000,45452
385,1/1/2013,10422404,Broker C,5500,0.1,1000000,250000,60500
388,1/1/2013,19849448,Broker C,8264,0.1,1500000,500000,90904
390,1/1/2013,10916102,Broker C,5500,0.1,1000000,250000,60500
402,1/1/2013,15843369,Broker C,8000,0.1,1500000,500000,88000
405,1/1/2013,7663950,Broker C,4132,0.1,500000,100000,45452
407,1/1/2013,4640560,Broker C,4000,0.1,500000,100000,44000
413,1/1/2013,14742010,Broker C,5500,0.1,1000000,250000,60500
437,1/1/2013,22381829,Broker C,8000,0.1,2000000,1000000,88000
445,1/1/2013,2977957,Broker C,4000,0.1,500000,100000,44000
447,1/1/2013,9054699,Broker C,4132,0.1,500000,100000,45452
448,1/1/2013,14097738,Broker C,5500,0.1,1000000,250000,60500
453,1/1/2013,3314935,Broker C,4000,0.1,500000,100000,44000
455,1/1/2013,3024087,Broker C,4000,0.1,500000,100000,44000
459,1/1/2013,16663372,Broker C,8000,0.1,1500000,500000,88000
460,1/1/2013,15783991,Broker C,5681,0.1,1500000,500000,62496
465,1/1/2013,18691611,Broker C,8264,0.1,1500000,500000,90904
473,1/1/2013,1540886,Broker C,4000,0.1,500000,100000,44000
489,1/1/2013,10958873,Broker C,4000,0.1,1000000,250000,44000
490,1/1/2013,13193908,Broker C,5500,0.1,1000000,250000,60500
494,1/1/2013,19873440,Broker C,8264,0.1,1500000,500000,90904
500,1/1/2013,13729133,Broker C,5868,0.1,1000000,250000,64558
504,1/1/2013,14704111,Broker C,5681,0.1,1000000,250000,62496
510,1/1/2013,20263493,Broker C,8264,0.1,2000000,1000000,90904
511,1/1/2013,4917157,Broker C,4000,0.1,500000,100000,44000
520,1/1/2013,20576447,Broker C,8264,0.1,2000000,1000000,90904
521,1/1/2013,11945651,Broker C,5500,0.1,1000000,250000,60500
523,1/1/2013,10931720,Broker C,5500,0.1,1000000,250000,60500
533,1/1/2013,12662630,Broker C,5500,0.1,1000000,250000,60500
534,1/1/2013,14689441,Broker C,5500,0.1,1000000,250000,60500
535,1/1/2013,6113375,Broker C,4000,0.1,500000,100000,44000
536,1/1/2013,5646501,Broker C,4132,0.1,500000,100000,45452
537,1/1/2013,7632256,Broker C,4000,0.1,500000,100000,44000
541,1/1/2013,18740932,Broker C,8000,0.1,1500000,500000,88000
544,1/1/2013,13935607,Broker C,5500,0.1,1000000,250000,60500
548,1/1/2013,3057856,Broker C,4000,0.1,500000,100000,44000
549,1/1/2013,16115382,Broker C,5500,0.1,1500000,500000,60500
551,1/1/2013,7899329,Broker C,4000,0.1,500000,100000,44000
555,1/1/2013,13919897,Broker C,5500,0.1,1000000,250000,60500
557,1/1/2013,13681403,Broker C,5500,0.1,1000000,250000,60500
562,1/1/2013,11577088,Broker C,5500,0.1,1000000,250000,60500
564,1/1/2013,20197561,Broker C,8000,0.1,2000000,1000000,88000
567,1/1/2013,19386616,Broker C,8000,0.1,1500000,500000,88000
574,1/1/2013,3064783,Broker C,4000,0.1,500000,100000,44000
598,1/1/2013,4213347,Broker C,4000,0.1,500000,100000,44000
601,1/1/2013,19778000,Broker C,8000,0.1,1500000,500000,88000
603,1/1/2013,3545699,Broker C,4000,0.1,500000,100000,44000
606,1/1/2013,5280837,Broker C,4132,0.1,500000,100000,45452
607,1/1/2013,11966562,Broker C,4268,0.1,1000000,250000,46951
609,1/1/2013,10843325,Broker C,5500,0.1,1000000,250000,60500
610,1/1/2013,20698509,Broker C,8000,0.1,2000000,1000000,88000
616,1/1/2013,20030741,Broker C,8000,0.1,2000000,1000000,88000
620,1/1/2013,11285765,Broker C,5500,0.1,1000000,250000,60500
624,1/1/2013,6283228,Broker C,4132,0.1,500000,100000,45452
627,1/1/2013,4236653,Broker C,4000,0.1,500000,100000,44000
628,1/1/2013,1750756,Broker C,4000,0.1,500000,100000,44000
630,1/1/2013,16430257,Broker C,8000,0.1,1500000,500000,88000
631,1/1/2013,7044839,Broker C,4132,0.1,500000,100000,45452
638,1/1/2013,5380163,Broker C,4000,0.1,500000,100000,44000
642,1/1/2013,6669191,Broker C,4000,0.1,500000,100000,44000
643,1/1/2013,18863483,Broker C,8000,0.1,1500000,500000,88000
656,1/1/2013,9022664,Broker C,4132,0.1,500000,100000,45452
660,1/1/2013,4052677,Broker C,4000,0.1,500000,100000,44000
665,1/1/2013,19528052,Broker C,8000,0.1,1500000,500000,88000
666,1/1/2013,16374152,Broker C,8000,0.1,1500000,500000,88000
669,1/1/2013,4402395,Broker C,4000,0.1,500000,100000,44000
676,1/1/2013,15487521,Broker C,5868,0.1,1500000,500000,64558
679,1/1/2013,19832602,Broker C,8000,0.1,1500000,500000,88000
680,1/1/2013,8729845,Broker C,4000,0.1,500000,100000,44000
686,1/1/2013,3691878,Broker C,4132,0.1,500000,100000,45452
698,1/1/2013,5791555,Broker C,4000,0.1,500000,100000,44000
699,1/1/2013,4460708,Broker C,4000,0.1,500000,100000,44000
703,1/1/2013,5524018,Broker C,4000,0.1,500000,100000,44000
712,1/1/2013,15115306,Broker C,5500,0.1,1500000,500000,60500
715,1/1/2013,8568669,Broker C,4000,0.1,500000,100000,44000
717,1/1/2013,5128145,Broker C,4000,0.1,500000,100000,44000
720,1/1/2013,11838346,Broker C,5681,0.1,1000000,250000,62496
741,1/1/2013,17807095,Broker C,8264,0.1,1500000,500000,90904
743,1/1/2013,2726784,Broker C,4000,0.1,500000,100000,44000
756,1/1/2013,3921800,Broker C,4000,0.1,500000,100000,44000
762,1/1/2013,12402042,Broker C,5500,0.1,1000000,250000,60500
765,1/1/2013,13596045,Broker C,5500,0.1,1000000,250000,60500
767,1/1/2013,15094338,Broker C,5500,0.1,1500000,500000,60500
770,1/1/2013,13351380,Broker C,5681,0.1,1000000,250000,62496
771,1/1/2013,16713302,Broker C,8000,0.1,1500000,500000,88000
774,1/1/2013,6266942,Broker C,4268,0.1,500000,100000,46951
776,1/1/2013,24439023,Broker C,8264,0.1,2000000,1000000,90904
785,1/1/2013,13152996,Broker C,5500,0.1,1000000,250000,60500
787,1/1/2013,8678297,Broker C,4000,0.1,500000,100000,44000
790,1/1/2013,11167815,Broker C,5500,0.1,1000000,250000,60500
791,1/1/2013,2368624,Broker C,4132,0.1,500000,100000,45452
795,1/1/2013,19675815,Broker C,8536,0.1,1500000,500000,93903
798,1/1/2013,25757488,Broker C,8536,0.1,2000000,1000000,93903
803,1/1/2013,16185081,Broker C,5681,0.1,1500000,500000,62496
812,1/1/2013,20160596,Broker C,8000,0.1,2000000,1000000,88000
814,1/1/2013,15872777,Broker C,5500,0.1,1500000,500000,60500
819,1/1/2013,5158797,Broker C,4000,0.1,500000,100000,44000
821,1/1/2013,3262187,Broker C,4000,0.1,500000,100000,44000
823,1/1/2013,1506557,Broker C,4132,0.1,500000,100000,45452
827,1/1/2013,1593900,Broker C,4000,0.1,500000,100000,44000
838,1/1/2013,9371285,Broker C,4000,0.1,500000,100000,44000
840,1/1/2013,4529214,Broker C,4000,0.1,500000,100000,44000
845,1/1/2013,6354578,Broker C,4000,0.1,500000,100000,44000
856,1/1/2013,8189163,Broker C,4000,0.1,500000,100000,44000
857,1/1/2013,8478745,Broker C,4000,0.1,500000,100000,44000
859,1/1/2013,3653406,Broker C,4000,0.1,500000,100000,44000
866,1/1/2013,8461099,Broker C,4000,0.1,500000,100000,44000
867,1/1/2013,10718341,Broker C,5500,0.1,1000000,250000,60500
869,1/1/2013,16802557,Broker C,8000,0.1,1500000,500000,88000
870,1/1/2013,2506631,Broker C,4000,0.1,500000,100000,44000
882,1/1/2013,11468309,Broker C,5500,0.1,1000000,250000,60500
886,1/1/2013,13760632,Broker C,5500,0.1,1000000,250000,60500
901,1/1/2013,5984793,Broker C,4268,0.1,500000,100000,46951
903,1/1/2013,18423414,Broker C,8000,0.1,1500000,500000,88000
907,1/1/2013,12190383,Broker C,5500,0.1,1000000,250000,60500
908,1/1/2013,7195811,Broker C,4132,0.1,500000,100000,45452
910,1/1/2013,16817219,Broker C,8000,0.1,1500000,500000,88000
912,1/1/2013,21753964,Broker C,8000,0.1,2000000,1000000,88000
913,1/1/2013,4406869,Broker C,4000,0.1,500000,100000,44000
914,1/1/2013,15545481,Broker C,5681,0.1,1500000,500000,62496
916,1/1/2013,4637560,Broker C,4000,0.1,500000,100000,44000
921,1/1/2013,17474766,Broker C,8264,0.1,1500000,500000,90904
923,1/1/2013,6305162,Broker C,4000,0.1,500000,100000,44000
932,1/1/2013,16920045,Broker C,8264,0.1,1500000,500000,90904
937,1/1/2013,2691399,Broker C,4000,0.1,500000,100000,44000
939,1/1/2013,7250699,Broker C,4132,0.1,500000,100000,45452
947,1/1/2013,1448402,Broker C,4132,0.1,500000,100000,45452
952,1/1/2013,6764552,Broker C,4000,0.1,500000,100000,44000
953,1/1/2013,1676283,Broker C,4000,0.1,500000,100000,44000
954,1/1/2013,3522590,Broker C,4000,0.1,500000,100000,44000
961,1/1/2013,14067445,Broker C,5500,0.1,1000000,250000,60500
969,1/1/2013,2671295,Broker C,4000,0.1,500000,100000,44000
974,1/1/2013,15694932,Broker C,5500,0.1,1500000,500000,60500
979,1/1/2013,24402192,Broker C,8264,0.1,2000000,1000000,90904
980,1/1/2013,17743728,Broker C,8000,0.1,1500000,500000,88000
987,1/1/2013,13917734,Broker C,5500,0.1,1000000,250000,60500
990,1/1/2013,21939648,Broker C,8264,0.1,2000000,1000000,90904
1000,1/1/2013,14721156,Broker C,5500,0.1,1000000,250000,60500
1004,1/1/2013,11937978,Broker C,5500,0.1,1000000,250000,60500
1006,1/1/2013,15221050,Broker C,8000,0.1,1500000,500000,88000
1023,1/1/2013,18801016,Broker C,8000,0.1,1500000,500000,88000
1025,1/1/2013,14027257,Broker C,5500,0.1,1000000,250000,60500
1031,1/1/2013,10154082,Broker C,4000,0.1,1000000,250000,44000
1036,1/1/2013,8137652,Broker C,4000,0.1,500000,100000,44000
1037,1/1/2013,13194372,Broker C,5681,0.1,1000000,250000,62496
1040,1/1/2013,19467488,Broker C,8000,0.1,1500000,500000,88000
1043,1/1/2013,9870364,Broker C,4132,0.1,500000,100000,45452
1046,1/1/2013,20981648,Broker C,8000,0.1,2000000,1000000,88000
1050,1/1/2013,14026497,Broker C,5500,0.1,1000000,250000,60500
1064,1/1/2013,7651938,Broker C,4000,0.1,500000,100000,44000
1065,1/1/2013,3890662,Broker C,4000,0.1,500000,100000,44000
1067,1/1/2013,17498238,Broker C,5868,0.1,1500000,500000,64558
1094,1/1/2013,17286056,Broker C,8000,0.1,1500000,500000,88000
1095,1/1/2013,10287809,Broker C,5500,0.1,1000000,250000,60500
1100,1/1/2013,1659710,Broker C,4000,0.1,500000,100000,44000
1107,1/1/2013,1758630,Broker C,4000,0.1,500000,100000,44000
1109,1/1/2013,4878885,Broker C,4000,0.1,500000,100000,44000
1110,1/1/2013,7264222,Broker C,4000,0.1,500000,100000,44000
1121,1/1/2013,13716941,Broker C,5500,0.1,1000000,250000,60500
1125,1/1/2013,8373550,Broker C,4000,0.1,500000,100000,44000
1130,1/1/2013,18572558,Broker C,8000,0.1,1500000,500000,88000
1133,1/1/2013,10427484,Broker C,4132,0.1,1000000,250000,45452
1135,1/1/2013,9486249,Broker C,4000,0.1,500000,100000,44000
1136,1/1/2013,2882247,Broker C,4000,0.1,500000,100000,44000
1138,1/1/2013,16985734,Broker C,8000,0.1,1500000,500000,88000
1140,1/1/2013,16721831,Broker C,8000,0.1,1500000,500000,88000
1147,1/1/2013,2820216,Broker C,4000,0.1,500000,100000,44000
1157,1/1/2013,19126291,Broker C,8536,0.1,1500000,500000,93903
1165,1/1/2013,15584932,Broker C,5681,0.1,1500000,500000,62496
1166,1/1/2013,4178819,Broker C,4000,0.1,500000,100000,44000
1169,1/1/2013,2469377,Broker C,4000,0.1,500000,100000,44000
1173,1/1/2013,3918915,Broker C,4000,0.1,500000,100000,44000
1174,1/1/2013,5728577,Broker C,4000,0.1,500000,100000,44000
1176,1/1/2013,17224892,Broker C,5868,0.1,1500000,500000,64558
1178,1/1/2013,12930577,Broker C,5500,0.1,1000000,250000,60500
1179,1/1/2013,13700410,Broker C,5681,0.1,1000000,250000,62496
1180,1/1/2013,17495163,Broker C,5681,0.1,1500000,500000,62496
1183,1/1/2013,8777450,Broker C,4132,0.1,500000,100000,45452
1209,1/1/2013,5116294,Broker C,4000,0.1,500000,100000,44000
1217,1/1/2013,13833817,Broker C,5500,0.1,1000000,250000,60500
1219,1/1/2013,23165738,Broker C,8536,0.1,2000000,1000000,93903
1220,1/1/2013,14631400,Broker C,5500,0.1,1000000,250000,60500
1221,1/1/2013,14815999,Broker C,8000,0.1,1000000,250000,88000
1226,1/1/2013,7630725,Broker C,4000,0.1,500000,100000,44000
1232,1/1/2013,19031216,Broker C,8264,0.1,1500000,500000,90904
1234,1/1/2013,16798567,Broker C,8000,0.1,1500000,500000,88000
1238,1/1/2013,3817662,Broker C,4000,0.1,500000,100000,44000
1242,1/1/2013,3325841,Broker C,4000,0.1,500000,100000,44000
1243,1/1/2013,18146234,Broker C,8000,0.1,1500000,500000,88000
1244,1/1/2013,3532662,Broker C,4000,0.1,500000,100000,44000
1247,1/1/2013,11190757,Broker C,5500,0.1,1000000,250000,60500
1250,1/1/2013,1342286,Broker C,4000,0.1,500000,100000,44000
1257,1/1/2013,15148494,Broker C,8000,0.1,1500000,500000,88000
1262,1/1/2013,9889583,Broker C,4000,0.1,500000,100000,44000
1263,1/1/2013,21639915,Broker C,8264,0.1,2000000,1000000,90904
1264,1/1/2013,14024914,Broker C,5500,0.1,1000000,250000,60500
1269,1/1/2013,11240595,Broker C,4132,0.1,1000000,250000,45452
1270,1/1/2013,12199995,Broker C,5500,0.1,1000000,250000,60500
1282,1/1/2013,11520217,Broker C,5500,0.1,1000000,250000,60500
1288,1/1/2013,11671300,Broker C,5681,0.1,1000000,250000,62496
1291,1/1/2013,12716520,Broker C,5681,0.1,1000000,250000,62496
1292,1/1/2013,8155418,Broker C,4000,0.1,500000,100000,44000
1293,1/1/2013,17864688,Broker C,8264,0.1,1500000,500000,90904
1306,1/1/2013,1490010,Broker C,4000,0.1,500000,100000,44000
1313,1/1/2013,1376805,Broker C,4000,0.1,500000,100000,44000
1322,1/1/2013,4161510,Broker C,4000,0.1,500000,100000,44000
1324,1/1/2013,23179359,Broker C,8264,0.1,2000000,1000000,90904
1326,1/1/2013,12023527,Broker C,5500,0.1,1000000,250000,60500
1331,1/1/2013,3171787,Broker C,4000,0.1,500000,100000,44000
1335,1/1/2013,1396697,Broker C,4000,0.1,500000,100000,44000
1343,1/1/2013,21679098,Broker C,8264,0.1,2000000,1000000,90904
1345,1/1/2013,19286037,Broker C,8000,0.1,1500000,500000,88000
1346,1/1/2013,18849872,Broker C,8000,0.1,1500000,500000,88000
1349,1/1/2013,15316162,Broker C,5500,0.1,1500000,500000,60500
1351,1/1/2013,19128720,Broker C,8000,0.1,1500000,500000,88000
1372,1/1/2013,6629016,Broker C,4000,0.1,500000,100000,44000
1375,1/1/2013,5689897,Broker C,4132,0.1,500000,100000,45452
1376,1/1/2013,2733552,Broker C,4000,0.1,500000,100000,44000
1378,1/1/2013,17914138,Broker C,8000,0.1,1500000,500000,88000
1383,1/1/2013,7426273,Broker C,4000,0.1,500000,100000,44000
1386,1/1/2013,9207332,Broker C,4000,0.1,500000,100000,44000
1388,1/1/2013,2975160,Broker C,4000,0.1,500000,100000,44000
1389,1/1/2013,13915230,Broker C,5868,0.1,1000000,250000,64558
1391,1/1/2013,14609915,Broker C,5500,0.1,1000000,250000,60500
1393,1/1/2013,17051839,Broker C,8000,0.1,1500000,500000,88000
1395,1/1/2013,13998299,Broker C,5681,0.1,1000000,250000,62496
1401,1/1/2013,4262898,Broker C,4000,0.1,500000,100000,44000
1402,1/1/2013,12966841,Broker C,5681,0.1,1000000,250000,62496
1424,1/1/2013,14779734,Broker C,5500,0.1,1000000,250000,60500
1429,1/1/2013,18681633,Broker C,8000,0.1,1500000,500000,88000
1430,1/1/2013,16390086,Broker C,5500,0.1,1500000,500000,60500
1433,1/1/2013,19370418,Broker C,8000,0.1,1500000,500000,88000
1434,1/1/2013,6804741,Broker C,4000,0.1,500000,100000,44000
1442,1/1/2013,11010413,Broker C,4132,0.1,1000000,250000,45452
1445,1/1/2013,17342446,Broker C,8000,0.1,1500000,500000,88000
1451,1/1/2013,13598860,Broker C,5500,0.1,1000000,250000,60500
1454,1/1/2013,1815984,Broker C,4132,0.1,500000,100000,45452
1456,1/1/2013,3338543,Broker C,4000,0.1,500000,100000,44000
1457,1/1/2013,5520215,Broker C,4000,0.1,500000,100000,44000
1461,1/1/2013,19944206,Broker C,8000,0.1,1500000,500000,88000
1463,1/1/2013,4483455,Broker C,4000,0.1,500000,100000,44000
1466,1/1/2013,20884825,Broker C,8000,0.1,2000000,1000000,88000
1471,1/1/2013,16170632,Broker C,5500,0.1,1500000,500000,60500
1472,1/1/2013,7371063,Broker C,4000,0.1,500000,100000,44000
1473,1/1/2013,2940210,Broker C,4000,0.1,500000,100000,44000
1475,1/1/2013,7207186,Broker C,4132,0.1,500000,100000,45452
1478,1/1/2013,6833298,Broker C,4000,0.1,500000,100000,44000
1480,1/1/2013,4631008,Broker C,4000,0.1,500000,100000,44000
1485,1/1/2013,13195921,Broker C,5500,0.1,1000000,250000,60500
1493,1/1/2013,16457813,Broker C,8000,0.1,1500000,500000,88000
1495,1/1/2013,12639403,Broker C,5500,0.1,1000000,250000,60500
1497,1/1/2013,14252126,Broker C,5500,0.1,1000000,250000,60500
1498,1/1/2013,18599864,Broker C,8000,0.1,1500000,500000,88000
1499,1/1/2013,12984075,Broker C,5500,0.1,1000000,250000,60500
1500,1/1/2013,10990520,Broker C,5500,0.1,1000000,250000,60500
1503,1/1/2013,15791590,Broker C,5500,0.1,1500000,500000,60500
1505,1/1/2013,14643122,Broker C,5681,0.1,1000000,250000,62496
1509,1/1/2013,19036583,Broker C,8000,0.1,1500000,500000,88000
1513,1/1/2013,3421658,Broker C,4000,0.1,500000,100000,44000
1514,1/1/2013,10093640,Broker C,4000,0.1,1000000,250000,44000
1517,1/1/2013,18115486,Broker C,8000,0.1,1500000,500000,88000
1522,1/1/2013,19267901,Broker C,8000,0.1,1500000,500000,88000
1529,1/1/2013,5911492,Broker C,4000,0.1,500000,100000,44000
1530,1/1/2013,9811716,Broker C,4000,0.1,500000,100000,44000
1533,1/1/2013,8991766,Broker C,4000,0.1,500000,100000,44000
1534,1/1/2013,12392341,Broker C,5500,0.1,1000000,250000,60500
1535,1/1/2013,16743136,Broker C,8000,0.1,1500000,500000,88000
1540,1/1/2013,6186099,Broker C,4000,0.1,500000,100000,44000
1548,1/1/2013,17297354,Broker C,5681,0.1,1500000,500000,62496
1549,1/1/2013,6725945,Broker C,4000,0.1,500000,100000,44000
1551,1/1/2013,9244716,Broker C,4132,0.1,500000,100000,45452
1552,1/1/2013,5693986,Broker C,4000,0.1,500000,100000,44000
1565,1/1/2013,16978526,Broker C,5500,0.1,1500000,500000,60500
1570,1/1/2013,7034527,Broker C,4268,0.1,500000,100000,46951
1571,1/1/2013,12952868,Broker C,5500,0.1,1000000,250000,60500
1573,1/1/2013,4354105,Broker C,4000,0.1,500000,100000,44000
1574,1/1/2013,10320096,Broker C,5500,0.1,1000000,250000,60500
1577,1/1/2013,10488870,Broker C,4000,0.1,1000000,250000,44000
1578,1/1/2013,18746375,Broker C,8000,0.1,1500000,500000,88000
1580,1/1/2013,1654436,Broker C,4132,0.1,500000,100000,45452
1581,1/1/2013,6654036,Broker C,4268,0.1,500000,100000,46951
1585,1/1/2013,18815844,Broker C,8000,0.1,1500000,500000,88000
1594,1/1/2013,19050352,Broker C,8264,0.1,1500000,500000,90904
1598,1/1/2013,11079285,Broker C,4000,0.1,1000000,250000,44000
1615,1/1/2013,18145278,Broker C,8000,0.1,1500000,500000,88000
1618,1/1/2013,15078385,Broker C,5500,0.1,1500000,500000,60500
1620,1/1/2013,14126580,Broker C,5500,0.1,1000000,250000,60500
1622,1/1/2013,9670575,Broker C,4268,0.1,500000,100000,46951
1626,1/1/2013,13194712,Broker C,5500,0.1,1000000,250000,60500
1627,1/1/2013,14371619,Broker C,5500,0.1,1000000,250000,60500
1634,1/1/2013,5510948,Broker C,4000,0.1,500000,100000,44000
1637,1/1/2013,1806218,Broker C,4000,0.1,500000,100000,44000
1640,1/1/2013,13100847,Broker C,5500,0.1,1000000,250000,60500
1643,1/1/2013,2947286,Broker C,4000,0.1,500000,100000,44000
1644,1/1/2013,12061638,Broker C,5500,0.1,1000000,250000,60500
1649,1/1/2013,11257871,Broker C,5500,0.1,1000000,250000,60500
1656,1/1/2013,3352409,Broker C,4000,0.1,500000,100000,44000
1665,1/1/2013,4549358,Broker C,4000,0.1,500000,100000,44000
1673,1/1/2013,23747455,Broker C,8536,0.1,2000000,1000000,93903
