Company,Year,Revenue,Broker,Broker_fee,Broker_fee_percentage,D&O Limit,E&O Limit,Price
2047,1/1/2018,14854655,Broker B,8421,0.1,1000000,250000,92638
2050,1/1/2018,19880312,Broker B,7543,0.1,1500000,500000,82973
2056,1/1/2018,1383167,Broker B,5739,0.1,500000,100000,63137
2069,1/1/2018,18735715,Broker B,10187,0.1,1500000,500000,112059
2073,1/1/2018,18891708,Broker B,8123,0.1,1500000,500000,89362
2077,1/1/2018,5480527,Broker B,4000,0.1,500000,100000,44000
2078,1/1/2018,6808595,Broker B,5492,0.1,500000,100000,60420
2080,1/1/2018,13703672,Broker B,7003,0.1,1000000,250000,77040
2087,1/1/2018,1715470,Broker B,5739,0.1,500000,100000,63137
2088,1/1/2018,11288929,Broker B,5093,0.1,1000000,250000,56029
2091,1/1/2018,17742152,Broker B,10658,0.1,1500000,500000,117247
2102,1/1/2018,16642893,Broker B,6077,0.1,1500000,500000,66852
2105,1/1/2018,16631912,Broker B,7892,0.1,1500000,500000,86814
2109,1/1/2018,13025057,Broker B,7003,0.1,1000000,250000,77040
2112,1/1/2018,11620582,Broker B,5904,0.1,1000000,250000,64946
2116,1/1/2018,1298083,Broker B,4000,0.1,500000,100000,44000
2119,1/1/2018,17398889,Broker B,6804,0.1,1500000,500000,74844
2122,1/1/2018,9366395,Broker B,4000,0.1,500000,100000,44000
2123,1/1/2018,16887093,Broker B,8588,0.1,1500000,500000,94468
2134,1/1/2018,4811811,Broker B,5929,0.1,500000,100000,65221
2143,1/1/2018,20114909,Broker B,10187,0.1,2000000,1000000,112059
2144,1/1/2018,8265501,Broker B,4609,0.1,500000,100000,50705
2148,1/1/2018,14230859,Broker B,8152,0.1,1000000,250000,89679
2151,1/1/2018,11386979,Broker B,5904,0.1,1000000,250000,64946
2169,1/1/2018,6821165,Broker B,4000,0.1,500000,100000,44000
2172,1/1/2018,3209889,Broker B,4000,0.1,500000,100000,44000
2182,1/1/2018,4240343,Broker B,5093,0.1,500000,100000,56029
2188,1/1/2018,10861756,Broker B,5915,0.1,1000000,250000,65072
2201,1/1/2018,7176315,Broker B,4609,0.1,500000,100000,50705
2205,1/1/2018,16767137,Broker B,8372,0.1,1500000,500000,92100
2207,1/1/2018,23416134,Broker B,11816,0.1,2000000,1000000,129981
2208,1/1/2018,15887867,Broker B,8152,0.1,1500000,500000,89679
2209,1/1/2018,7521638,Broker B,5492,0.1,500000,100000,60420
2210,1/1/2018,16249112,Broker B,9219,0.1,1500000,500000,101411
2213,1/1/2018,16410717,Broker B,8588,0.1,1500000,500000,94468
2215,1/1/2018,10811284,Broker B,5908,0.1,1000000,250000,64990
2216,1/1/2018,12542920,Broker B,5500,0.1,1000000,250000,60500
2222,1/1/2018,15629946,Broker B,6267,0.1,1500000,500000,68947
2232,1/1/2018,16147335,Broker B,8362,0.1,1500000,500000,91984
2236,1/1/2018,6711267,Broker B,6110,0.1,500000,100000,67219
2237,1/1/2018,3876803,Broker B,5243,0.1,500000,100000,57673
2243,1/1/2018,9927899,Broker B,4000,0.1,500000,100000,44000
2245,1/1/2018,7578372,Broker B,4000,0.1,500000,100000,44000
2250,1/1/2018,22149881,Broker B,11479,0.1,2000000,1000000,126275
2262,1/1/2018,11598887,Broker B,5093,0.1,1000000,250000,56029
2267,1/1/2018,13647579,Broker B,6304,0.1,1000000,250000,69350
2269,1/1/2018,24559836,Broker B,9489,0.1,2000000,1000000,104387
2277,1/1/2018,10065466,Broker B,5500,0.1,1000000,250000,60500
2278,1/1/2018,9966640,Broker B,5908,0.1,500000,100000,64990
2284,1/1/2018,13155471,Broker B,7543,0.1,1000000,250000,82973
2286,1/1/2018,20836346,Broker B,9896,0.1,2000000,1000000,108865
2290,1/1/2018,18432283,Broker B,10658,0.1,1500000,500000,117247
2293,1/1/2018,14245223,Broker B,7003,0.1,1000000,250000,77040
2295,1/1/2018,7893549,Broker B,5739,0.1,500000,100000,63137
2297,1/1/2018,19905242,Broker B,10658,0.1,1500000,500000,117247
2305,1/1/2018,1775320,Broker B,4744,0.1,500000,100000,52193
2306,1/1/2018,15137771,Broker B,6524,0.1,1500000,500000,71766
2321,1/1/2018,20348220,Broker B,8123,0.1,2000000,1000000,89362
2322,1/1/2018,5758456,Broker B,6110,0.1,500000,100000,67219
2332,1/1/2018,18756370,Broker B,10187,0.1,1500000,500000,112059
2335,1/1/2018,14451104,Broker B,7003,0.1,1000000,250000,77040
2338,1/1/2018,6573511,Broker B,4744,0.1,500000,100000,52193
2343,1/1/2018,10796058,Broker B,5904,0.1,1000000,250000,64946
2344,1/1/2018,7166024,Broker B,4000,0.1,500000,100000,44000
2350,1/1/2018,27078064,Broker B,11831,0.1,2000000,1000000,130145
2351,1/1/2018,4829329,Broker B,4744,0.1,500000,100000,52193
2353,1/1/2018,1170775,Broker B,4294,0.1,500000,100000,47234
2357,1/1/2018,2784461,Broker B,4744,0.1,500000,100000,52193
2361,1/1/2018,27091439,Broker B,12535,0.1,2000000,1000000,137894
2362,1/1/2018,22618006,Broker B,9489,0.1,2000000,1000000,104387
2372,1/1/2018,11272131,Broker B,5500,0.1,1000000,250000,60500
2378,1/1/2018,12562189,Broker B,7327,0.1,1000000,250000,80607
2391,1/1/2018,11281456,Broker B,5492,0.1,1000000,250000,60420
2400,1/1/2018,12427712,Broker B,5500,0.1,1000000,250000,60500
2405,1/1/2018,24082626,Broker B,10658,0.1,2000000,1000000,117247
2407,1/1/2018,9651978,Broker B,5093,0.1,500000,100000,56029
2408,1/1/2018,21803974,Broker B,7774,0.1,2000000,1000000,85515
2410,1/1/2018,14591743,Broker B,7892,0.1,1000000,250000,86814
2413,1/1/2018,17300576,Broker B,9219,0.1,1500000,500000,101411
2417,1/1/2018,4894065,Broker B,6304,0.1,500000,100000,69350
2432,1/1/2018,17392971,Broker B,8000,0.1,1500000,500000,88000
2435,1/1/2018,9010547,Broker B,4000,0.1,500000,100000,44000
2436,1/1/2018,5640667,Broker B,4609,0.1,500000,100000,50705
2447,1/1/2018,19771451,Broker B,8372,0.1,1500000,500000,92100
2448,1/1/2018,22894351,Broker B,10971,0.1,2000000,1000000,120688
2462,1/1/2018,9740512,Broker B,5329,0.1,500000,100000,58623
2463,1/1/2018,20424663,Broker B,9219,0.1,2000000,1000000,101411
2464,1/1/2018,15335617,Broker B,7327,0.1,1500000,500000,80607
2476,1/1/2018,12735687,Broker B,5329,0.1,1000000,250000,58623
2482,1/1/2018,5638062,Broker B,5329,0.1,500000,100000,58623
2483,1/1/2018,15415698,Broker B,6338,0.1,1500000,500000,69720
2485,1/1/2018,10791140,Broker B,5500,0.1,1000000,250000,60500
2489,1/1/2018,21402825,Broker B,9489,0.1,2000000,1000000,104387
2501,1/1/2018,19930144,Broker B,9489,0.1,1500000,500000,104387
2503,1/1/2018,28127416,Broker B,11831,0.1,2000000,1000000,130145
2508,1/1/2018,18748521,Broker B,8000,0.1,1500000,500000,88000
2519,1/1/2018,8521473,Broker B,4948,0.1,500000,100000,54432
2521,1/1/2018,5153290,Broker B,5329,0.1,500000,100000,58623
2527,1/1/2018,20571138,Broker B,9219,0.1,2000000,1000000,101411
2529,1/1/2018,8978837,Broker B,5485,0.1,500000,100000,60344
2531,1/1/2018,11010107,Broker B,5904,0.1,1000000,250000,64946
2546,1/1/2018,24674617,Broker B,11479,0.1,2000000,1000000,126275
2549,1/1/2018,7313067,Broker B,4294,0.1,500000,100000,47234
2551,1/1/2018,10826934,Broker B,4294,0.1,1000000,250000,47234
2554,1/1/2018,1114007,Broker B,4294,0.1,500000,100000,47234
2555,1/1/2018,10633707,Broker B,5485,0.1,1000000,250000,60344
2557,1/1/2018,19531373,Broker B,10187,0.1,1500000,500000,112059
2560,1/1/2018,9923925,Broker B,4000,0.1,500000,100000,44000
2561,1/1/2018,2270608,Broker B,6089,0.1,500000,100000,66981
2566,1/1/2018,21749588,Broker B,11816,0.1,2000000,1000000,129981
2573,1/1/2018,17383798,Broker B,8134,0.1,1500000,500000,89474
2577,1/1/2018,8600838,Broker B,4000,0.1,500000,100000,44000
2583,1/1/2018,3592206,Broker B,5329,0.1,500000,100000,58623
2584,1/1/2018,5399806,Broker B,4744,0.1,500000,100000,52193
2594,1/1/2018,18032278,Broker B,8588,0.1,1500000,500000,94468
2603,1/1/2018,4891967,Broker B,5093,0.1,500000,100000,56029
2609,1/1/2018,8242205,Broker B,4609,0.1,500000,100000,50705
2612,1/1/2018,16638680,Broker B,6524,0.1,1500000,500000,71766
2614,1/1/2018,12805252,Broker B,7209,0.1,1000000,250000,79301
2619,1/1/2018,18595824,Broker B,7764,0.1,1500000,500000,85407
2623,1/1/2018,14732608,Broker B,5500,0.1,1000000,250000,60500
2631,1/1/2018,3102625,Broker B,5908,0.1,500000,100000,64990
2636,1/1/2018,13780298,Broker B,6524,0.1,1000000,250000,71766
2638,1/1/2018,2617120,Broker B,6089,0.1,500000,100000,66981
2644,1/1/2018,12769013,Broker B,6804,0.1,1000000,250000,74844
2647,1/1/2018,14388387,Broker B,7327,0.1,1000000,250000,80607
2649,1/1/2018,11855160,Broker B,5739,0.1,1000000,250000,63137
2650,1/1/2018,8065979,Broker B,4000,0.1,500000,100000,44000
2652,1/1/2018,16191794,Broker B,8152,0.1,1500000,500000,89679
2653,1/1/2018,16105364,Broker B,7003,0.1,1500000,500000,77040
2654,1/1/2018,25754703,Broker B,11307,0.1,2000000,1000000,124386
2655,1/1/2018,27012972,Broker B,12178,0.1,2000000,1000000,133963
2658,1/1/2018,5326167,Broker B,5646,0.1,500000,100000,62114
2659,1/1/2018,8344514,Broker B,4609,0.1,500000,100000,50705
2660,1/1/2018,13344759,Broker B,6524,0.1,1000000,250000,71766
2661,1/1/2018,3239917,Broker B,4948,0.1,500000,100000,54432
2677,1/1/2018,4046172,Broker B,4294,0.1,500000,100000,47234
2679,1/1/2018,4577239,Broker B,4609,0.1,500000,100000,50705
2683,1/1/2018,18131658,Broker B,8000,0.1,1500000,500000,88000
2687,1/1/2018,17420146,Broker B,8123,0.1,1500000,500000,89362
2695,1/1/2018,6471505,Broker B,5329,0.1,500000,100000,58623
2696,1/1/2018,2234251,Broker B,4294,0.1,500000,100000,47234
2698,1/1/2018,11320872,Broker B,6466,0.1,1000000,250000,71133
2702,1/1/2018,11901441,Broker B,5646,0.1,1000000,250000,62114
2707,1/1/2018,18256078,Broker B,8000,0.1,1500000,500000,88000
2711,1/1/2018,19254015,Broker B,9896,0.1,1500000,500000,108865
2720,1/1/2018,16793249,Broker B,9219,0.1,1500000,500000,101411
2724,1/1/2018,1932874,Broker B,4000,0.1,500000,100000,44000
2726,1/1/2018,16771967,Broker B,10658,0.1,1500000,500000,117247
2728,1/1/2018,19535707,Broker B,8588,0.1,1500000,500000,94468
2733,1/1/2018,11889012,Broker B,6338,0.1,1000000,250000,69720
2734,1/1/2018,8022243,Broker B,5908,0.1,500000,100000,64990
2741,1/1/2018,7405663,Broker B,4000,0.1,500000,100000,44000
2742,1/1/2018,15028736,Broker B,9219,0.1,1500000,500000,101411
2746,1/1/2018,9705942,Broker B,5819,0.1,500000,100000,64018
2748,1/1/2018,8414661,Broker B,4609,0.1,500000,100000,50705
2749,1/1/2018,1010477,Broker B,4000,0.1,500000,100000,44000
2751,1/1/2018,8758835,Broker B,4609,0.1,500000,100000,50705
2754,1/1/2018,19444382,Broker B,10658,0.1,1500000,500000,117247
2755,1/1/2018,19169753,Broker B,9896,0.1,1500000,500000,108865
2762,1/1/2018,2564150,Broker B,5329,0.1,500000,100000,58623
2766,1/1/2018,5452284,Broker B,4609,0.1,500000,100000,50705
2771,1/1/2018,16803416,Broker B,8134,0.1,1500000,500000,89474
2780,1/1/2018,7351142,Broker B,4294,0.1,500000,100000,47234
2781,1/1/2018,10417431,Broker B,6275,0.1,1000000,250000,69034
2782,1/1/2018,6904744,Broker B,4000,0.1,500000,100000,44000
2785,1/1/2018,10121613,Broker B,5093,0.1,1000000,250000,56029
2790,1/1/2018,5531966,Broker B,5908,0.1,500000,100000,64990
2791,1/1/2018,6519703,Broker B,4000,0.1,500000,100000,44000
2795,1/1/2018,13347588,Broker B,5904,0.1,1000000,250000,64946
2804,1/1/2018,18836034,Broker B,8000,0.1,1500000,500000,88000
2813,1/1/2018,8536346,Broker B,5329,0.1,500000,100000,58623
2816,1/1/2018,7876897,Broker B,5739,0.1,500000,100000,63137
2818,1/1/2018,17527521,Broker B,8402,0.1,1500000,500000,92427
2828,1/1/2018,17417639,Broker B,9219,0.1,1500000,500000,101411
2832,1/1/2018,16935967,Broker B,6290,0.1,1500000,500000,69192
2842,1/1/2018,13963994,Broker B,6804,0.1,1000000,250000,74844
2854,1/1/2018,12000413,Broker B,5500,0.1,1000000,250000,60500
2856,1/1/2018,22339631,Broker B,11479,0.1,2000000,1000000,126275
2860,1/1/2018,9765883,Broker B,4294,0.1,500000,100000,47234
2861,1/1/2018,5959421,Broker B,4609,0.1,500000,100000,50705
2862,1/1/2018,14564909,Broker B,6338,0.1,1000000,250000,69720
2866,1/1/2018,18844290,Broker B,8000,0.1,1500000,500000,88000
2868,1/1/2018,9273343,Broker B,4294,0.1,500000,100000,47234
2876,1/1/2018,10948638,Broker B,4609,0.1,1000000,250000,50705
2877,1/1/2018,6439690,Broker B,5485,0.1,500000,100000,60344
2879,1/1/2018,14719507,Broker B,6338,0.1,1000000,250000,69720
2881,1/1/2018,17488997,Broker B,8000,0.1,1500000,500000,88000
2890,1/1/2018,7974784,Broker B,4000,0.1,500000,100000,44000
2891,1/1/2018,18271845,Broker B,9489,0.1,1500000,500000,104387
2903,1/1/2018,20848728,Broker B,8152,0.1,2000000,1000000,89679
2908,1/1/2018,23011796,Broker B,9489,0.1,2000000,1000000,104387
2911,1/1/2018,5212520,Broker B,4609,0.1,500000,100000,50705
2913,1/1/2018,9780873,Broker B,6089,0.1,500000,100000,66981
2914,1/1/2018,20177303,Broker B,8840,0.1,2000000,1000000,97240
2915,1/1/2018,4927059,Broker B,4948,0.1,500000,100000,54432
2921,1/1/2018,17622548,Broker B,8000,0.1,1500000,500000,88000
2925,1/1/2018,6400439,Broker B,4609,0.1,500000,100000,50705
2929,1/1/2018,7024977,Broker B,4000,0.1,500000,100000,44000
2931,1/1/2018,14363154,Broker B,6338,0.1,1000000,250000,69720
2932,1/1/2018,6322356,Broker B,4000,0.1,500000,100000,44000
2936,1/1/2018,21459494,Broker B,10658,0.1,2000000,1000000,117247
2945,1/1/2018,11819088,Broker B,6089,0.1,1000000,250000,66981
2955,1/1/2018,16999040,Broker B,6338,0.1,1500000,500000,69720
2956,1/1/2018,10439038,Broker B,5646,0.1,1000000,250000,62114
2958,1/1/2018,25482056,Broker B,12221,0.1,2000000,1000000,134439
2960,1/1/2018,20826775,Broker B,10971,0.1,2000000,1000000,120688
2961,1/1/2018,8543671,Broker B,4420,0.1,500000,100000,48620
2964,1/1/2018,17775678,Broker B,9896,0.1,1500000,500000,108865
2966,1/1/2018,19519149,Broker B,8402,0.1,1500000,500000,92427
2968,1/1/2018,23895565,Broker B,11479,0.1,2000000,1000000,126275
2971,1/1/2018,12625704,Broker B,5739,0.1,1000000,250000,63137
2980,1/1/2018,8926546,Broker B,6089,0.1,500000,100000,66981
2981,1/1/2018,14448319,Broker B,6338,0.1,1000000,250000,69720
2982,1/1/2018,13923249,Broker B,6290,0.1,1000000,250000,69192
2991,1/1/2018,2520698,Broker B,4744,0.1,500000,100000,52193
2995,1/1/2018,22248221,Broker B,10971,0.1,2000000,1000000,120688
2997,1/1/2018,8930579,Broker B,6103,0.1,500000,100000,67135
2998,1/1/2018,11158262,Broker B,5904,0.1,1000000,250000,64946
1,1/1/2018,4563307,Broker C,5485,0.1,500000,100000,60344
3,1/1/2018,2864967,Broker C,4294,0.1,500000,100000,47234
12,1/1/2018,9875299,Broker C,4609,0.1,500000,100000,50705
15,1/1/2018,12333372,Broker C,6804,0.1,1000000,250000,74844
21,1/1/2018,15997478,Broker C,6804,0.1,1500000,500000,74844
23,1/1/2018,5507580,Broker C,4609,0.1,500000,100000,50705
25,1/1/2018,16433236,Broker C,8123,0.1,1500000,500000,89362
30,1/1/2018,8161767,Broker C,4000,0.1,500000,100000,44000
34,1/1/2018,21255987,Broker C,8659,0.1,2000000,1000000,95259
37,1/1/2018,13877751,Broker C,7543,0.1,1000000,250000,82973
38,1/1/2018,17767749,Broker C,7892,0.1,1500000,500000,86814
42,1/1/2018,17941658,Broker C,7543,0.1,1500000,500000,82973
45,1/1/2018,5474844,Broker C,5329,0.1,500000,100000,58623
50,1/1/2018,2870465,Broker C,5739,0.1,500000,100000,63137
51,1/1/2018,20090892,Broker C,10658,0.1,2000000,1000000,117247
52,1/1/2018,8226263,Broker C,4948,0.1,500000,100000,54432
53,1/1/2018,17658513,Broker C,7209,0.1,1500000,500000,79301
56,1/1/2018,14983017,Broker C,5908,0.1,1000000,250000,64990
60,1/1/2018,12273005,Broker C,6338,0.1,1000000,250000,69720
63,1/1/2018,3962436,Broker C,4000,0.1,500000,100000,44000
69,1/1/2018,17396698,Broker C,8000,0.1,1500000,500000,88000
78,1/1/2018,13786104,Broker C,6338,0.1,1000000,250000,69720
85,1/1/2018,11335495,Broker C,4744,0.1,1000000,250000,52193
95,1/1/2018,12671691,Broker C,5904,0.1,1000000,250000,64946
96,1/1/2018,9453422,Broker C,4609,0.1,500000,100000,50705
97,1/1/2018,33430877,Broker C,11816,0.1,2000000,1000000,129981
98,1/1/2018,6214633,Broker C,6089,0.1,500000,100000,66981
100,1/1/2018,16918042,Broker C,6804,0.1,1500000,500000,74844
105,1/1/2018,15867414,Broker C,8134,0.1,1500000,500000,89474
107,1/1/2018,17666232,Broker C,9896,0.1,1500000,500000,108865
111,1/1/2018,2895673,Broker C,5485,0.1,500000,100000,60344
112,1/1/2018,6997071,Broker C,4000,0.1,500000,100000,44000
116,1/1/2018,10039233,Broker C,4744,0.1,1000000,250000,52193
119,1/1/2018,19958077,Broker C,8000,0.1,1500000,500000,88000
121,1/1/2018,11402554,Broker C,5904,0.1,1000000,250000,64946
122,1/1/2018,15411242,Broker C,6524,0.1,1500000,500000,71766
126,1/1/2018,14595647,Broker C,5904,0.1,1000000,250000,64946
131,1/1/2018,12854455,Broker C,5915,0.1,1000000,250000,65072
134,1/1/2018,21037430,Broker C,11307,0.1,2000000,1000000,124386
136,1/1/2018,6718552,Broker C,4609,0.1,500000,100000,50705
144,1/1/2018,1642630,Broker C,4609,0.1,500000,100000,50705
148,1/1/2018,14570648,Broker C,8391,0.1,1000000,250000,92311
149,1/1/2018,10951129,Broker C,5093,0.1,1000000,250000,56029
158,1/1/2018,18111135,Broker C,9219,0.1,1500000,500000,101411
159,1/1/2018,17400623,Broker C,8391,0.1,1500000,500000,92311
168,1/1/2018,14731244,Broker C,6804,0.1,1000000,250000,74844
170,1/1/2018,15299460,Broker C,8000,0.1,1500000,500000,88000
184,1/1/2018,14578729,Broker C,6524,0.1,1000000,250000,71766
186,1/1/2018,16620337,Broker C,9219,0.1,1500000,500000,101411
189,1/1/2018,6160009,Broker C,5908,0.1,500000,100000,64990
190,1/1/2018,10940611,Broker C,4884,0.1,1000000,250000,53725
194,1/1/2018,2517887,Broker C,5739,0.1,500000,100000,63137
195,1/1/2018,1051627,Broker C,4000,0.1,500000,100000,44000
196,1/1/2018,5598474,Broker C,5739,0.1,500000,100000,63137
199,1/1/2018,18292039,Broker C,9219,0.1,1500000,500000,101411
204,1/1/2018,20646825,Broker C,11479,0.1,2000000,1000000,126275
205,1/1/2018,1323991,Broker C,4948,0.1,500000,100000,54432
214,1/1/2018,4220374,Broker C,4609,0.1,500000,100000,50705
220,1/1/2018,3815653,Broker C,4294,0.1,500000,100000,47234
222,1/1/2018,11839722,Broker C,5904,0.1,1000000,250000,64946
227,1/1/2018,13793232,Broker C,5908,0.1,1000000,250000,64990
236,1/1/2018,12624647,Broker C,5739,0.1,1000000,250000,63137
244,1/1/2018,11170938,Broker C,5492,0.1,1000000,250000,60420
257,1/1/2018,9542261,Broker C,5739,0.1,500000,100000,63137
258,1/1/2018,5433824,Broker C,4294,0.1,500000,100000,47234
259,1/1/2018,23809250,Broker C,11479,0.1,2000000,1000000,126275
262,1/1/2018,6914295,Broker C,4609,0.1,500000,100000,50705
265,1/1/2018,12986293,Broker C,7003,0.1,1000000,250000,77040
269,1/1/2018,4225185,Broker C,4609,0.1,500000,100000,50705
271,1/1/2018,14135882,Broker C,5500,0.1,1000000,250000,60500
275,1/1/2018,5930029,Broker C,6304,0.1,500000,100000,69350
280,1/1/2018,5910727,Broker C,4744,0.1,500000,100000,52193
285,1/1/2018,8094515,Broker C,4609,0.1,500000,100000,50705
292,1/1/2018,4611115,Broker C,4420,0.1,500000,100000,48620
295,1/1/2018,19262194,Broker C,7892,0.1,1500000,500000,86814
296,1/1/2018,2555507,Broker C,4948,0.1,500000,100000,54432
301,1/1/2018,10692721,Broker C,4744,0.1,1000000,250000,52193
304,1/1/2018,6245084,Broker C,4744,0.1,500000,100000,52193
307,1/1/2018,5213168,Broker C,4000,0.1,500000,100000,44000
311,1/1/2018,6002305,Broker C,4000,0.1,500000,100000,44000
313,1/1/2018,23062693,Broker C,11858,0.1,2000000,1000000,130442
314,1/1/2018,10010544,Broker C,5500,0.1,1000000,250000,60500
317,1/1/2018,6117363,Broker C,5739,0.1,500000,100000,63137
322,1/1/2018,7140114,Broker C,4294,0.1,500000,100000,47234
328,1/1/2018,5668764,Broker C,6089,0.1,500000,100000,66981
329,1/1/2018,13395898,Broker C,6804,0.1,1000000,250000,74844
332,1/1/2018,20467429,Broker C,8402,0.1,2000000,1000000,92427
333,1/1/2018,11672410,Broker C,5500,0.1,1000000,250000,60500
334,1/1/2018,3877766,Broker C,4000,0.1,500000,100000,44000
337,1/1/2018,19646603,Broker C,8000,0.1,1500000,500000,88000
344,1/1/2018,1349068,Broker C,4609,0.1,500000,100000,50705
357,1/1/2018,11539079,Broker C,7892,0.1,1000000,250000,86814
358,1/1/2018,11200260,Broker C,5500,0.1,1000000,250000,60500
362,1/1/2018,19448803,Broker C,10187,0.1,1500000,500000,112059
373,1/1/2018,5830991,Broker C,5329,0.1,500000,100000,58623
374,1/1/2018,4417686,Broker C,4609,0.1,500000,100000,50705
376,1/1/2018,14567905,Broker C,5904,0.1,1000000,250000,64946
381,1/1/2018,11184046,Broker C,6804,0.1,1000000,250000,74844
384,1/1/2018,4685557,Broker C,5929,0.1,500000,100000,65221
385,1/1/2018,13523325,Broker C,7892,0.1,1000000,250000,86814
388,1/1/2018,25872516,Broker C,12596,0.1,2000000,1000000,138559
393,1/1/2018,1275709,Broker C,4294,0.1,500000,100000,47234
394,1/1/2018,21150649,Broker C,9219,0.1,2000000,1000000,101411
398,1/1/2018,7860049,Broker C,5093,0.1,500000,100000,56029
408,1/1/2018,9281430,Broker C,4294,0.1,500000,100000,47234
409,1/1/2018,1604352,Broker C,4744,0.1,500000,100000,52193
410,1/1/2018,2253745,Broker C,4948,0.1,500000,100000,54432
413,1/1/2018,18170059,Broker C,8134,0.1,1500000,500000,89474
416,1/1/2018,19609380,Broker C,8000,0.1,1500000,500000,88000
417,1/1/2018,22619639,Broker C,10187,0.1,2000000,1000000,112059
428,1/1/2018,24657174,Broker C,9768,0.1,2000000,1000000,107450
431,1/1/2018,1822277,Broker C,5093,0.1,500000,100000,56029
432,1/1/2018,3387365,Broker C,4294,0.1,500000,100000,47234
433,1/1/2018,9619919,Broker C,5329,0.1,500000,100000,58623
436,1/1/2018,20405302,Broker C,8588,0.1,2000000,1000000,94468
439,1/1/2018,10418891,Broker C,5093,0.1,1000000,250000,56029
440,1/1/2018,6979498,Broker C,4948,0.1,500000,100000,54432
444,1/1/2018,5731590,Broker C,4000,0.1,500000,100000,44000
449,1/1/2018,9230255,Broker C,4000,0.1,500000,100000,44000
453,1/1/2018,5075990,Broker C,6275,0.1,500000,100000,69034
458,1/1/2018,12701042,Broker C,6338,0.1,1000000,250000,69720
459,1/1/2018,19951416,Broker C,11831,0.1,1500000,500000,130145
474,1/1/2018,8611369,Broker C,4948,0.1,500000,100000,54432
476,1/1/2018,17702979,Broker C,8000,0.1,1500000,500000,88000
477,1/1/2018,13288814,Broker C,6804,0.1,1000000,250000,74844
480,1/1/2018,1853729,Broker C,4000,0.1,500000,100000,44000
481,1/1/2018,7521015,Broker C,4744,0.1,500000,100000,52193
482,1/1/2018,7739746,Broker C,4948,0.1,500000,100000,54432
483,1/1/2018,13000553,Broker C,5500,0.1,1000000,250000,60500
485,1/1/2018,6199730,Broker C,4420,0.1,500000,100000,48620
494,1/1/2018,20455512,Broker C,11858,0.1,2000000,1000000,130442
505,1/1/2018,22805694,Broker C,9896,0.1,2000000,1000000,108865
506,1/1/2018,18751440,Broker C,8000,0.1,1500000,500000,88000
507,1/1/2018,14726810,Broker C,5904,0.1,1000000,250000,64946
514,1/1/2018,4331940,Broker C,4000,0.1,500000,100000,44000
520,1/1/2018,29822249,Broker C,12206,0.1,2000000,1000000,134270
525,1/1/2018,14004965,Broker C,5500,0.1,1000000,250000,60500
526,1/1/2018,4051328,Broker C,4609,0.1,500000,100000,50705
527,1/1/2018,21189300,Broker C,9219,0.1,2000000,1000000,101411
531,1/1/2018,9754970,Broker C,4609,0.1,500000,100000,50705
545,1/1/2018,19802217,Broker C,10971,0.1,1500000,500000,120688
551,1/1/2018,11136383,Broker C,6089,0.1,1000000,250000,66981
557,1/1/2018,16580464,Broker C,8134,0.1,1500000,500000,89474
565,1/1/2018,6087448,Broker C,4609,0.1,500000,100000,50705
566,1/1/2018,12356558,Broker C,5500,0.1,1000000,250000,60500
567,1/1/2018,26819307,Broker C,11816,0.1,2000000,1000000,129981
578,1/1/2018,6961912,Broker C,4000,0.1,500000,100000,44000
584,1/1/2018,6153228,Broker C,4948,0.1,500000,100000,54432
586,1/1/2018,4462629,Broker C,4609,0.1,500000,100000,50705
588,1/1/2018,2074522,Broker C,5485,0.1,500000,100000,60344
591,1/1/2018,5096099,Broker C,4000,0.1,500000,100000,44000
602,1/1/2018,14132467,Broker C,5904,0.1,1000000,250000,64946
604,1/1/2018,4037817,Broker C,4744,0.1,500000,100000,52193
605,1/1/2018,1727672,Broker C,4609,0.1,500000,100000,50705
611,1/1/2018,4915625,Broker C,4294,0.1,500000,100000,47234
613,1/1/2018,13651745,Broker C,5904,0.1,1000000,250000,64946
624,1/1/2018,8127887,Broker C,6110,0.1,500000,100000,67219
626,1/1/2018,18961577,Broker C,9219,0.1,1500000,500000,101411
627,1/1/2018,4743616,Broker C,5915,0.1,500000,100000,65072
632,1/1/2018,20632551,Broker C,9219,0.1,2000000,1000000,101411
639,1/1/2018,12199053,Broker C,6338,0.1,1000000,250000,69720
648,1/1/2018,1348833,Broker C,4948,0.1,500000,100000,54432
649,1/1/2018,9037728,Broker C,4294,0.1,500000,100000,47234
656,1/1/2018,10141738,Broker C,5929,0.1,1000000,250000,65221
660,1/1/2018,5468279,Broker C,5739,0.1,500000,100000,63137
673,1/1/2018,8676947,Broker C,4000,0.1,500000,100000,44000
679,1/1/2018,23995896,Broker C,11831,0.1,2000000,1000000,130145
684,1/1/2018,6078028,Broker C,4294,0.1,500000,100000,47234
686,1/1/2018,4971550,Broker C,6103,0.1,500000,100000,67135
689,1/1/2018,9938261,Broker C,5485,0.1,500000,100000,60344
691,1/1/2018,13018186,Broker C,6804,0.1,1000000,250000,74844
699,1/1/2018,5786484,Broker C,5739,0.1,500000,100000,63137
701,1/1/2018,21347404,Broker C,9489,0.1,2000000,1000000,104387
707,1/1/2018,15418972,Broker C,9219,0.1,1500000,500000,101411
711,1/1/2018,8398861,Broker C,4948,0.1,500000,100000,54432
713,1/1/2018,15581218,Broker C,8588,0.1,1500000,500000,94468
